{ConfigFilename} {MeanCorrelation} {Description} {scales} {angles} {gridsize} {patchsize} {cannysigma} {metric} {0.png} {1.png} {10.png} {11.png} {12.png} {13.png} {14.png} {2.png} {20.png} {21.png} {23.png} {24.png} {25.png} {26.png} {27.png} {28.png} {30.png} {33.png} {34.png} {38.png} {4.png} {42.png} {43.png} {45.png} {46.png} {47.png} {48.png} {6.png} {7.png} {8.png} {9.png}
{r\_l\_luma\_pmean\_g8\_3\_emd\_1000\_itf\_s4\_a12.2012-09-27T16:27:49.539514.json} {0.0657060014164} {$N = (4, 12)$, $G = (8, 3)$, EMD} {4} {12} {8} {3} {} {EMD} {0.163556072286} {0.130072151976} {0.25145491044} {0.351581163261} {-0.0657651304228} {0.129736913913} {-0.124598818312} {-0.13642315328} {0.0103094153136} {-0.0025773538284} {0.289390563535} {-0.132304734237} {0.238559786828} {0.212219746592} {0.18790358848} {0.125082699039} {-0.0865096054795} {-0.0347268676242} {-0.0243746041163} {-0.0438718807979} {0.0360361554148} {-0.125162957437} {-0.0167203436709} {0.210797611693} {0.195878890958} {0.0824753225086} {-0.0438718807979} {0.0490329111607} {0.31403065472} {-0.19330153713} {0.088976352925}
{r\_l\_luma\_pmean\_g8\_3\_hi\_1000\_itf\_s4\_a12.2012-09-26T18:40:17.281576.json} {0.156614017312} {$N = (4, 12)$, $G = (8, 3)$, HI} {4} {12} {8} {3} {} {HI} {0.235527785438} {0.117193721087} {0.38501581198} {0.482223759443} {0.126453297204} {0.320513742055} {0.0638485395507} {0.176582576895} {-0.0142027854182} {0.112186829234} {0.250805155064} {-0.0637640079622} {0.411917444023} {0.253474191467} {0.168394347481} {0.0895522576616} {-0.041585453873} {0.194402038373} {0.129347352954} {0.0451912082471} {0.207608037993} {0.0367263328709} {0.239383032398} {-0.0322789501444} {0.269852922946} {0.270622151981} {-0.250327790435} {-0.0353184773752} {0.347151424038} {0.0761785763341} {0.282359465162}
{r\_l\_luma\_pmean\_g8\_3\_hibin\_1000\_itf\_s4\_a12.2012-09-27T15:19:32.259773.json} {0.150926463602} {$N = (4, 12)$, $G = (8, 3)$, HIB} {4} {12} {8} {3} {} {HIB} {0.191035114481} {0.152258571517} {0.446819130926} {0.455778776039} {-0.0915060825064} {0.383718971863} {0.16450782478} {0.103138784318} {0.0452489538609} {0.199204912579} {0.357188984622} {-0.151813889041} {0.267248377009} {0.344646439507} {0.23522169597} {0.117176100946} {-0.0860498362199} {0.0551261332198} {0.0880666886533} {-0.0504857012695} {0.310654412208} {0.0233614585204} {0.167958796512} {0.111618677631} {0.321582090523} {0.325289323262} {-0.221367122704} {-0.0740886589727} {0.263480726427} {0.0194805851935} {0.204220131797}
