{ConfigFilename} {MeanCorrelation} {Description} {0.png} {1.png} {10.png} {11.png} {12.png} {13.png} {14.png} {2.png} {20.png} {21.png} {23.png} {24.png} {25.png} {26.png} {27.png} {28.png} {30.png} {33.png} {34.png} {38.png} {4.png} {42.png} {43.png} {45.png} {46.png} {47.png} {48.png} {6.png} {7.png} {8.png} {9.png}
{r\_g\_luma\_canny\_1\_5\_mean\_g12\_l2\_s4\_a12.2012-09-25T19:17:22.186931.json} {0.0957932434303} {$\sigma = 1.5$, $N = (4, 12)$, $G=12$, $L_2$} {0.158404699931} {0.130072151976} {0.26177100933} {0.248553716151} {0.220506613771} {0.281310734128} {-0.0372511931037} {-0.02316619584} {-0.0386603074259} {0.134022399077} {0.119614766261} {-0.251638416097} {0.109608550705} {0.317686529747} {0.17760750144} {0.434565665735} {-0.0710153477817} {0.0707399155307} {0.0064143695043} {0.0800016649843} {0.087516377436} {0.210325382084} {-0.168489616991} {0.0899745903567} {-0.113403568449} {0.0412376612543} {0.234843597212} {-0.141937374413} {0.35521500288} {-0.0412376612543} {0.0863973282025}
{r\_g\_luma\_canny\_1\_5\_mean\_g12\_cos\_s4\_a12.2012-09-26T17:33:59.965741.json} {0.184110445282} {$\sigma = 1.5$, $N = (4, 12)$, $G=12$, COS} {0.346429790905} {0.0296203910439} {0.156030995709} {0.245978029973} {0.163768069876} {0.291586925329} {0.0963392925096} {0.2059217408} {0.239693906041} {0.250003321354} {0.464311081938} {-0.11414526091} {0.11476660015} {0.374278462172} {0.30373456768} {0.220506613771} {0.318923470947} {0.189068501509} {0.0910840469611} {0.00774209661139} {0.00772203330317} {-0.292907127197} {0.111897684567} {0.074550374867} {0.448459566141} {0.409799258715} {0.214198006248} {0.0516135906955} {0.406695438079} {0.110826214621} {0.168926119321}
{r\_g\_luma\_canny\_1\_5\_mean\_g8\_l2\_s4\_a12.2012-09-25T18:59:28.544442.json} {0.0952037872226} {$\sigma = 1.5$, $N = (4, 12)$, $G=8$, $L_2$} {0.171283130819} {0.122345093442} {0.27208710822} {0.258856460862} {0.215348564326} {0.289017877529} {-0.0423892887042} {-0.02831423936} {-0.0438150150827} {0.126290337591} {0.104180602873} {-0.262015257998} {0.0915553776474} {0.320258890312} {0.16988543616} {0.45003981407} {-0.0684329714987} {0.0655951944012} {0.037203343125} {0.072259568373} {0.0952384107392} {0.194841304875} {-0.155627814168} {0.0874038877751} {-0.12886769142} {0.0489697227395} {0.237424296083} {-0.147098733482} {0.3603630464} {-0.0541244303963} {0.0915553776474}
{r\_g\_luma\_canny\_1\_5\_mean\_g8\_cos\_s4\_a12.2012-09-26T17:15:49.369924.json} {0.187587640166} {$\sigma = 1.5$, $N = (4, 12)$, $G=8$, COS} {0.387640769749} {0.0244690186885} {0.215348564326} {0.26143214704} {0.189558317101} {0.286448829729} {0.147720248515} {0.12355304448} {0.265467444325} {0.185569475644} {0.407719149514} {-0.160841049464} {0.112187575427} {0.412863870643} {0.29086445888} {0.333983701559} {0.290517331834} {0.194213222639} {0.116741524978} {-0.0206455909637} {0.0386101665159} {-0.282584409058} {0.0964635211783} {0.0771210774486} {0.469078396768} {0.376293658946} {0.245166392694} {0.0516135906955} {0.460749895039} {0.0541244303963} {0.163768069876}
