{ConfigFilename} {MeanCorrelation} {Description} {0.png} {1.png} {10.png} {11.png} {12.png} {13.png} {14.png} {2.png} {20.png} {21.png} {23.png} {24.png} {25.png} {26.png} {27.png} {28.png} {30.png} {33.png} {34.png} {38.png} {4.png} {42.png} {43.png} {45.png} {46.png} {47.png} {48.png} {6.png} {7.png} {8.png} {9.png}
{r\_g\_luma\_mean\_g8\_l2\_s4\_a12.2012-09-25T15:11:16.838831.json} {0.139733804686} {$N = (4, 12)$, $G=8$, $L_2$} {0.287189008817} {0.12492077962} {0.372669072396} {0.307794498239} {0.393301270176} {0.235067873724} {-0.00385357170039} {0.03346228288} {0.185569475644} {-0.0927847378222} {0.281673481841} {-0.313899467502} {0.132819773207} {0.217364467722} {0.1801815232} {0.452618838792} {0.262111192721} {0.327975972006} {0.0474663343318} {0.067098170632} {0.350065509744} {0.0554846099976} {-0.0450163098832} {0.146530047152} {-0.0927847378222} {-0.0644338457099} {0.286457574621} {-0.116130579065} {0.2445320672} {0.0721659071951} {-0.00386853708369}
{r\_g\_luma\_mean\_g8\_cos\_s4\_a12.2012-09-26T16:33:42.215836.json} {0.182697558308} {$N = (4, 12)$, $G=8$, COS} {0.421124690059} {0.114618034909} {0.101871476537} {0.392792142104} {0.150872946264} {0.291586925329} {0.0578035755058} {0.0566284787199} {0.100516799307} {0.108248860793} {0.345982495959} {-0.127116313286} {0.194716366546} {0.309969448053} {0.28056837184} {0.437144690457} {0.303429213249} {0.281673481841} {0.0679923167456} {-0.00774209661139} {0.244531054601} {-0.259358293245} {0.0964635211783} {0.128535129081} {0.373716305117} {0.219075075414} {0.237424296083} {0.0645169883694} {0.465897938559} {0.0773206148519} {0.132819773207}
