{ConfigFilename} {MeanCorrelation} {Description} {0.png} {1.png} {10.png} {11.png} {12.png} {13.png} {14.png} {2.png} {20.png} {21.png} {23.png} {24.png} {25.png} {26.png} {27.png} {28.png} {30.png} {33.png} {34.png} {38.png} {4.png} {42.png} {43.png} {45.png} {46.png} {47.png} {48.png} {6.png} {7.png} {8.png} {9.png}
{r\_g\_luma\_sobel\_mean\_g12\_l2\_s4\_a12.2012-09-26T15:52:10.742035.json} {0.152108185969} {$N = (4, 12)$, $G=12$, $L_2$} {0.256280774684} {0.145526269042} {0.426828591568} {0.312945870595} {0.437144690457} {0.150289296315} {0.114322627111} {0.0} {0.262890090496} {-0.0927847378222} {0.325403611441} {-0.277580520849} {0.192137341823} {0.194213222639} {0.2059217408} {0.401038344343} {0.228540301043} {0.358844298783} {0.111610029375} {0.0516139774093} {0.29086325442} {0.0529039304629} {0.0244374253652} {0.182519883295} {-0.0592791380531} {-0.0876300301654} {0.309683864456} {-0.121291938134} {0.22908793664} {0.15979593736} {-0.0709231798677}
{r\_g\_luma\_sobel\_mean\_g8\_l2\_s4\_a12.2012-09-26T12:40:26.522688.json} {0.149771080129} {$N = (4, 12)$, $G=8$, $L_2$} {0.330975673839} {0.14810195522} {0.406196393788} {0.325824301483} {0.444881764625} {0.170841678717} {0.0629416711063} {0.0592025004799} {0.260312736668} {-0.126290337591} {0.276528760711} {-0.298334204651} {0.171505144044} {0.245660433934} {0.21621782784} {0.424249566845} {0.207881290779} {0.351127217089} {0.10391278597} {0.0309683864456} {0.303733309925} {0.0683880076715} {0.0115756225414} {0.185090585877} {-0.085052676337} {-0.0773206148519} {0.245166392694} {-0.116130579065} {0.25225413248} {0.0927847378222} {-0.050290982088}
